Date	Close/Last
4/24/2025	186.54
4/25/2025	188.99
4/28/2025	187.7
4/29/2025	187.39
4/30/2025	184.42
5/1/2025	190.2
5/2/2025	189.98
5/5/2025	186.35
5/6/2025	185.01
5/7/2025	188.71
5/8/2025	192.08
5/9/2025	193.06
5/12/2025	208.64
5/13/2025	211.37
5/14/2025	210.25
5/15/2025	205.17
5/16/2025	205.59
5/19/2025	206.16
5/20/2025	204.07
5/21/2025	201.12
5/22/2025	203.1
5/23/2025	200.99
5/27/2025	206.02
5/28/2025	204.72
5/29/2025	205.7
5/30/2025	205.01
6/2/2025	206.65
6/3/2025	205.71
6/4/2025	207.23
6/5/2025	207.91
6/6/2025	213.57
6/9/2025	216.98
6/10/2025	217.61
6/11/2025	213.2
6/12/2025	213.24
6/13/2025	212.1
6/16/2025	216.1
6/17/2025	214.82
6/18/2025	212.52
6/20/2025	209.69
6/23/2025	208.47
6/24/2025	212.77
6/25/2025	211.99
6/26/2025	217.12
6/27/2025	223.3
6/30/2025	219.39
7/1/2025	220.46
7/2/2025	219.92
7/3/2025	223.41
7/7/2025	223.47
7/8/2025	219.36
7/9/2025	222.54
7/10/2025	222.26
7/11/2025	225.02
7/14/2025	225.69
7/15/2025	226.35
7/16/2025	223.19
7/17/2025	223.88
7/18/2025	226.13
7/21/2025	229.3
7/22/2025	227.47
7/23/2025	228.29
7/24/2025	232.23
7/25/2025	231.44
7/28/2025	232.79
7/29/2025	231.01
7/30/2025	230.19
7/31/2025	234.11
8/1/2025	214.75
8/4/2025	211.65
8/5/2025	213.75
8/6/2025	222.31
8/7/2025	223.13
8/8/2025	222.69
8/11/2025	221.3
8/12/2025	221.47
8/13/2025	224.56
8/14/2025	230.98
8/15/2025	231.03
8/18/2025	231.49
8/19/2025	228.01
8/20/2025	223.81
8/21/2025	221.95
8/22/2025	228.84
8/25/2025	227.94
8/26/2025	228.71
8/27/2025	229.12
8/28/2025	231.6
8/29/2025	229
9/2/2025	225.34
9/3/2025	225.99
9/4/2025	235.68
9/5/2025	232.33
9/8/2025	235.84
9/9/2025	238.24
9/10/2025	230.33
9/11/2025	229.95
9/12/2025	228.15
9/15/2025	231.43
9/16/2025	234.05
9/17/2025	231.62
9/18/2025	231.23
9/19/2025	231.48
9/22/2025	227.63
9/23/2025	220.71
9/24/2025	220.21
9/25/2025	218.15
9/26/2025	219.78
9/29/2025	222.17
9/30/2025	219.57
10/1/2025	220.63
10/2/2025	222.41
10/3/2025	219.51
10/6/2025	220.9
10/7/2025	221.78
10/8/2025	225.22
10/9/2025	227.74
10/10/2025	216.37
10/13/2025	220.07
10/14/2025	216.39
10/15/2025	215.57
10/16/2025	214.47
10/17/2025	213.04
10/20/2025	216.48
10/21/2025	222.03
10/22/2025	217.95
10/23/2025	221.09
10/24/2025	224.21
10/27/2025	226.97
10/28/2025	229.25
10/29/2025	230.3
10/30/2025	222.86
10/31/2025	244.22
11/3/2025	254
11/4/2025	249.32
11/5/2025	250.2
11/6/2025	243.04
11/7/2025	244.41
11/10/2025	248.4
11/11/2025	249.1
11/12/2025	244.2
11/13/2025	237.58
11/14/2025	234.69
11/17/2025	232.87
11/18/2025	222.55
11/19/2025	222.69
11/20/2025	217.14
11/21/2025	220.69
11/24/2025	226.28
11/25/2025	229.67
11/26/2025	229.16
11/28/2025	233.22
12/1/2025	233.88
12/2/2025	234.42
12/3/2025	232.38
12/4/2025	229.11
12/5/2025	229.53
12/8/2025	226.89
12/9/2025	227.92
12/10/2025	231.78
12/11/2025	230.28
12/12/2025	226.19
12/15/2025	222.54
12/16/2025	222.56
12/17/2025	221.27
12/18/2025	226.76
12/19/2025	227.35
12/22/2025	228.43
12/23/2025	232.14
12/24/2025	232.38
12/26/2025	232.52
12/29/2025	232.07
12/30/2025	232.53
12/31/2025	230.82
1/2/2026	226.5
1/5/2026	233.06
1/6/2026	240.93
1/7/2026	241.56
1/8/2026	246.29
1/9/2026	247.38
1/12/2026	246.47
1/13/2026	242.6
1/14/2026	236.65
1/15/2026	238.18
1/16/2026	239.12
1/20/2026	231
1/21/2026	231.31
1/22/2026	234.34
1/23/2026	239.16
1/26/2026	238.42
1/27/2026	244.68
1/28/2026	243.01
1/29/2026	241.73
1/30/2026	239.3
2/2/2026	242.96
2/3/2026	238.62
2/4/2026	232.99
2/5/2026	222.69
2/6/2026	210.32
2/9/2026	208.72
2/10/2026	206.96
2/11/2026	204.08
2/12/2026	199.6
2/13/2026	198.79
2/17/2026	201.15
2/18/2026	204.79
2/19/2026	204.86
2/20/2026	210.11
2/23/2026	205.27
2/24/2026	208.56
2/25/2026	210.64
2/26/2026	207.92
2/27/2026	210
3/2/2026	208.39
3/3/2026	208.73
3/4/2026	216.82
3/5/2026	218.94
3/6/2026	213.21
3/9/2026	213.49
3/10/2026	214.33
3/11/2026	212.65
3/12/2026	209.53
3/13/2026	207.67
3/16/2026	211.74
3/17/2026	215.2
3/18/2026	209.87
3/19/2026	208.76
3/20/2026	205.37
3/23/2026	210.14
3/24/2026	207.24
3/25/2026	211.71
3/26/2026	207.54
3/27/2026	199.34
3/30/2026	200.95
3/31/2026	208.27
4/1/2026	210.57
4/2/2026	209.77
4/6/2026	212.79
4/7/2026	213.77
4/8/2026	221.25
4/9/2026	233.65
4/10/2026	238.38
4/13/2026	239.89
4/14/2026	249.02
4/15/2026	248.5
4/16/2026	249.7
4/17/2026	250.56
4/20/2026	248.28
4/21/2026	249.91
4/22/2026	255.36
4/23/2026	255.08
